movie_id	movie_title	release_date	genre_1	genre_2	genre_3	genre_4	genre_5	genre_6	genre_7	genre_8	genre_9	genre_10	genre_11	genre_12	genre_13	genre_14	genre_15	genre_16	genre_17	genre_18	genre_19	average_rating	rating_count
43	Disclosure (1994)	1994	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3.0	40
44	Dolores Claiborne (1994)	1994	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3.3417721518987342	79
45	Eat Drink Man Woman (1994)	1994	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4.05	80
46	Exotica (1994)	1994	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3.5555555555555554	27
47	Ed Wood (1994)	1994	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3.601503759398496	133
48	Hoop Dreams (1994)	1994	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4.094017094017094	117
49	I.Q. (1994)	1994	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3.3209876543209877	81
50	Star Wars (1977)	1977	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	4.3584905660377355	583
51	Legends of the Fall (1994)	1994	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	3.45679012345679	81
52	Madness of King George, The (1994)	1994	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3.769230769230769	91
53	Natural Born Killers (1994)	1994	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2.953125	128
54	Outbreak (1995)	1995	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3.2403846153846154	104
55	Professional, The (1994)	1994	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	3.704697986577181	149
56	Pulp Fiction (1994)	1994	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	4.060913705583756	394
57	Priest (1994)	1994	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4.0	40
58	Quiz Show (1994)	1994	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3.645714285714286	175
59	Three Colors: Red (1994)	1994	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4.0602409638554215	83
60	Three Colors: Blue (1993)	1993	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4.015625	64
61	Three Colors: White (1994)	1994	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3.864406779661017	59
62	Stargate (1994)	1994	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3.141732283464567	127
63	Santa Clause, The (1994)	1994	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3.097560975609756	82
64	Shawshank Redemption, The (1994)	1994	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4.445229681978798	283
65	What's Eating Gilbert Grape (1993)	1993	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3.5391304347826087	115
66	While You Were Sleeping (1995)	1995	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3.549382716049383	162
67	Ace Ventura: Pet Detective (1994)	1994	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0485436893203883	103
68	Crow, The (1994)	1994	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3.417910447761194	134
69	Forrest Gump (1994)	1994	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	3.853582554517134	321
70	Four Weddings and a Funeral (1994)	1994	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3.6613545816733066	251
71	Lion King, The (1994)	1994	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3.7818181818181817	220
72	Mask, The (1994)	1994	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	3.193798449612403	129
73	Maverick (1994)	1994	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3.46875	128
74	Faster Pussycat! Kill! Kill! (1965)	1965	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3.0	7
75	Brother Minister: The Assassination of Malcolm X (1994)	1994	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3.0	5
76	Carlito's Way (1993)	1993	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3.4074074074074074	54
77	Firm, The (1993)	1993	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3.2781456953642385	151
78	Free Willy (1993)	1993	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2.4545454545454546	33
79	Fugitive, The (1993)	1993	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4.044642857142857	336
80	Hot Shots! Part Deux (1993)	1993	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2.764705882352941	68
81	Hudsucker Proxy, The (1994)	1994	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3.5545454545454547	110
82	Jurassic Park (1993)	1993	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3.7203065134099615	261
83	Much Ado About Nothing (1993)	1993	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	4.0625	176
84	Robert A. Heinlein's The Puppet Masters (1994)	1994	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3.0	18
85	Ref, The (1994)	1994	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0344827586206895	58
86	Remains of the Day, The (1993)	1993	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3.94	150
87	Searching for Bobby Fischer (1993)	1993	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3.9057971014492754	138
88	Sleepless in Seattle (1993)	1993	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3.539906103286385	213
89	Blade Runner (1982)	1982	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	4.138181818181818	275
90	So I Married an Axe Murderer (1993)	1993	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	3.0526315789473686	95
91	Nightmare Before Christmas, The (1993)	1993	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3.5874125874125875	143
92	True Romance (1993)	1993	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3.6153846153846154	104
93	Welcome to the Dollhouse (1995)	1996	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3.7232142857142856	112
94	Home Alone (1990)	1990	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0875912408759123	137
95	Aladdin (1992)	1992	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3.8127853881278537	219
96	Terminator 2: Judgment Day (1991)	1991	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4.0067796610169495	295
97	Dances with Wolves (1990)	1990	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3.79296875	256
98	Silence of the Lambs, The (1991)	1991	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4.28974358974359	390
99	Snow White and the Seven Dwarfs (1937)	1937	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3.7093023255813953	172
100	Fargo (1996)	1997	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	4.155511811023622	508
101	Heavy Metal (1981)	1981	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3.26027397260274	73
102	Aristocats, The (1970)	1970	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1296296296296298	54
103	All Dogs Go to Heaven 2 (1996)	1996	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.8666666666666667	15
104	Theodore Rex (1995)	1996	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	5
105	Sgt. Bilko (1996)	1996	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5675675675675675	74
106	Diabolique (1996)	1996	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2.887323943661972	71
107	Moll Flanders (1996)	1996	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3.5	42
108	Kids in the Hall: Brain Candy (1996)	1996	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3.076923076923077	65
109	Mystery Science Theater 3000: The Movie (1996)	1996	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3.4307692307692306	130
110	Operation Dumbo Drop (1995)	1995	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2.5161290322580645	31
111	Truth About Cats & Dogs, The (1996)	1996	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3.485294117647059	272
112	Flipper (1996)	1996	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45	20
113	Horseman on the Roof, The (Hussard sur le toit, Le) (1995)	1996	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4.111111111111111	9
114	Wallace & Gromit: The Best of Aardman Animation (1996)	1996	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.447761194029851	67
115	Haunted World of Edward D. Wood Jr., The (1995)	1996	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3.7333333333333334	15
116	Cold Comfort Farm (1995)	1996	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3.824	125
117	Rock, The (1996)	1996	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3.693121693121693	378
118	Twister (1996)	1996	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3.2150170648464163	293
119	Maya Lin: A Strong Clear Vision (1994)	1994	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4.5	4
120	Striptease (1996)	1996	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2.2388059701492535	67
121	Independence Day (ID4) (1996)	1996	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3.438228438228438	429
122	Cable Guy, The (1996)	1996	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.339622641509434	106
123	Frighteners, The (1996)	1996	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3.234782608695652	115
124	Lone Star (1996)	1996	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	4.053475935828877	187
125	Phenomenon (1996)	1996	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3.557377049180328	244
126	Spitfire Grill, The (1996)	1996	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3.804123711340206	97
127	Godfather, The (1972)	1972	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	4.283292978208232	413
128	Supercop (1992)	1996	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3.5384615384615383	65
129	Bound (1996)	1996	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	3.8217054263565893	129
130	Kansas City (1996)	1996	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2.260869565217391	23
131	Breakfast at Tiffany's (1961)	1961	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3.7263157894736842	95
132	Wizard of Oz, The (1939)	1939	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	4.0772357723577235	246
133	Gone with the Wind (1939)	1939	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	3.871345029239766	171
134	Citizen Kane (1941)	1941	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4.292929292929293	198
135	2001: A Space Odyssey (1968)	1968	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	3.969111969111969	259
136	Mr. Smith Goes to Washington (1939)	1939	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4.123809523809523	105
137	Big Night (1996)	1996	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3.9005847953216373	171
138	D3: The Mighty Ducks (1996)	1996	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5789473684210527	19
139	Love Bug, The (1969)	1969	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78	50
140	Homeward Bound: The Incredible Journey (1993)	1993	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2131147540983607	61
141	20,000 Leagues Under the Sea (1954)	1954	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3.5	72
142	Bedknobs and Broomsticks (1971)	1971	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3.0701754385964914	57
143	Sound of Music, The (1965)	1965	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3.765765765765766	222
144	Die Hard (1988)	1988	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3.8724279835390947	243
145	Lawnmower Man, The (1992)	1992	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2.4461538461538463	65
146	Unhook the Stars (1996)	1996	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2.5	10
147	Long Kiss Goodnight, The (1996)	1996	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3.4702702702702704	185
148	Ghost and the Darkness, The (1996)	1996	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.203125	128
149	Jude (1996)	1996	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3.0	23
150	Swingers (1996)	1996	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3.828025477707006	157
151	Willy Wonka and the Chocolate Factory (1971)	1971	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6319018404907975	326
152	Sleeper (1973)	1973	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3.6341463414634148	82
153	Fish Called Wanda, A (1988)	1988	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3.785425101214575	247
154	Monty Python's Life of Brian (1979)	1979	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7471264367816093	174
155	Dirty Dancing (1987)	1987	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3.1020408163265305	98
156	Reservoir Dogs (1992)	1992	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3.9864864864864864	148
157	Platoon (1986)	1986	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3.6929133858267718	127
158	Weekend at Bernie's (1989)	1989	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6166666666666667	60
159	Basic Instinct (1992)	1992	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3.227722772277228	101
160	Glengarry Glen Ross (1992)	1992	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3.463768115942029	69
161	Top Gun (1986)	1986	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3.481818181818182	220
162	On Golden Pond (1981)	1981	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3.556603773584906	106
163	Return of the Pink Panther, The (1974)	1974	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5543478260869565	92
164	Abyss, The (1989)	1989	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3.589403973509934	151
165	Jean de Florette (1986)	1986	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4.109375	64
166	Manon of the Spring (Manon des sources) (1986)	1986	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4.120689655172414	58
167	Private Benjamin (1980)	1980	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.955223880597015	67
168	Monty Python and the Holy Grail (1974)	1974	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0664556962025316	316
169	Wrong Trousers, The (1993)	1993	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4.466101694915254	118
170	Cinema Paradiso (1988)	1988	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	4.1735537190082646	121
171	Delicatessen (1991)	1991	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3.876923076923077	65
172	Empire Strikes Back, The (1980)	1980	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	4.204359673024523	367
173	Princess Bride, The (1987)	1987	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	4.172839506172839	324
174	Raiders of the Lost Ark (1981)	1981	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.252380952380952	420
175	Brazil (1985)	1985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3.8173076923076925	208
176	Aliens (1986)	1986	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3.9471830985915495	284
177	Good, The Bad and The Ugly, The (1966)	1966	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.8613138686131387	137
178	12 Angry Men (1957)	1957	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4.344	125
179	Clockwork Orange, A (1971)	1971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3.909502262443439	221
180	Apocalypse Now (1979)	1979	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4.04524886877828	221
181	Return of the Jedi (1983)	1997	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	4.007889546351085	507
182	GoodFellas (1990)	1990	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3.9513274336283186	226
183	Alien (1979)	1979	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	4.034364261168385	291
184	Army of Darkness (1993)	1993	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	3.4310344827586206	116
185	Psycho (1960)	1960	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	4.100418410041841	239
186	Blues Brothers, The (1980)	1980	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3.8366533864541834	251
187	Godfather: Part II, The (1974)	1974	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	4.186602870813397	209
188	Full Metal Jacket (1987)	1987	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3.6823529411764704	170
189	Grand Day Out, A (1992)	1992	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4.106060606060606	66
190	Henry V (1989)	1989	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4.137096774193548	124
191	Amadeus (1984)	1984	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	4.163043478260869	276
192	Raging Bull (1980)	1980	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4.120689655172414	116
193	Right Stuff, The (1983)	1983	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3.917197452229299	157
194	Sting, The (1973)	1973	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4.058091286307054	241
195	Terminator, The (1984)	1984	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3.9335548172757475	301
196	Dead Poets Society (1989)	1989	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3.9163346613545817	251
197	Graduate, The (1967)	1967	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	4.104602510460251	239
198	Nikita (La Femme Nikita) (1990)	1990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4.0078740157480315	127
199	Bridge on the River Kwai, The (1957)	1957	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4.175757575757576	165
200	Shining, The (1980)	1980	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3.825242718446602	206
201	Evil Dead II (1987)	1987	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3.5168539325842696	89
202	Groundhog Day (1993)	1993	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3.7642857142857142	280
203	Unforgiven (1992)	1992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.868131868131868	182
204	Back to the Future (1985)	1985	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3.834285714285714	350
205	Patton (1970)	1970	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3.9926470588235294	136
206	Akira (1988)	1988	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3.38	50
207	Cyrano de Bergerac (1990)	1990	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3.8181818181818183	66
